Date,Close,High,Low,Open,Volume
2024-11-20,227.76,228.68,224.66,226.82,35169600
2024-11-21,227.28,228.91,224.48,227.64,42108300
2024-11-22,228.62,229.47,226.82,226.82,38168300
2024-11-25,231.6,231.98,228.49,230.2,90152800
2024-11-26,233.78,234.29,232.06,232.06,45986200
2024-11-27,233.65,234.41,232.54,233.2,33498400
2024-11-29,236.04,236.52,232.7,233.53,28481400
2024-12-02,238.29,239.48,235.87,235.98,48137100
2024-12-03,241.33,241.44,237.6,238.51,38861000
2024-12-04,241.69,242.78,239.94,241.55,44383900
2024-12-05,241.72,243.21,240.81,242.66,40033900
2024-12-06,241.52,243.3,240.76,241.59,36870600
2024-12-09,245.41,245.9,240.44,240.52,44649200
2024-12-10,246.42,246.86,244.01,245.55,36914800
2024-12-11,245.15,249.44,244.92,246.61,45205800
2024-12-12,246.61,247.39,244.35,245.55,32777500
2024-12-13,246.78,247.94,244.9,246.47,33155300
2024-12-16,249.68,250.01,246.3,246.64,51694800
2024-12-17,252.1,252.45,248.42,248.72,51356400
2024-12-18,246.7,252.9,246.39,250.79,56774100
2024-12-19,248.43,250.63,245.75,246.16,60882300
2024-12-20,253.11,253.61,244.36,246.69,147495300
2024-12-23,253.88,254.26,252.07,253.39,40858800
2024-12-24,256.8,256.81,253.9,254.1,23234700
2024-12-26,257.61,258.69,256.23,256.79,27237100
2024-12-27,254.2,257.29,251.69,256.43,42355300
2024-12-30,250.83,252.12,249.39,250.86,35557500
2024-12-31,249.06,251.9,248.07,251.07,39480700
